,logFC,logCPM,F,PValue,FDR
MIIP,0.22399699175883167,4.753451303034833,4.738158232969513,0.03048535134974082,0.12467897400316842
PTRHD1,0.22358974950973085,6.192909107593759,14.257432262241775,0.00020184064140420406,0.002378981027203822
CNOT8,0.22357345169412193,4.984856837141758,6.012181607396713,0.014933246272821917,0.07506328714150796
AGPAT2,0.22246204504389228,4.548968484349058,4.068291403195873,0.044805177309868376,0.16601981576666078
GNG2,0.22213626524790264,6.691549672910291,16.072646433248433,8.177581369023941e-05,0.001071537268214841
MYL12B,0.2217568016799608,8.935420422329114,34.57318532890893,1.3890976533842886e-08,4.807944728856518e-07
PPP2CA,0.2215052730504643,5.751885132515252,7.556868927170758,0.006442252268971622,0.040133606100592134
CARD16,0.22135497310303495,6.923807345119668,11.693152114497915,0.0007387553556364787,0.007001012875334792
MRPL28,0.22126369309924052,5.4766079644785535,9.588468185868965,0.0021958989250087223,0.017225688724441333
APOBEC3C,0.22095999999435528,6.582208821216445,8.76977899019257,0.0033751212542199737,0.024135203968819966
MYL6,0.2209059766415287,10.041437149084928,44.71291812765993,1.6262054497867267e-10,8.030031331525827e-09
ISG15,0.2207363457161068,6.96283492565208,10.244851660223588,0.0015586480323888986,0.013415812697130868
APEH,0.2207143378220803,4.718634073230731,4.429188538922083,0.0363778215934232,0.14304137560330948
QARS,0.21990899563045258,5.769599563818606,6.010978924495569,0.014945450903894358,0.07506328714150796
AATF,0.21945815289024662,5.618765939897651,8.847253665660189,0.0032411993683516154,0.023391486518365274
ADAM8,0.2194150996110401,5.493430624789775,5.656382184285493,0.018191993890901415,0.08693332744695259
TMEM242,0.21934786121550373,4.922197625767475,6.088048078562803,0.014319789473677146,0.07349269344342821
PSMB8,0.2187727376407737,7.566030602970673,19.875515465753267,1.2769861544803058e-05,0.000218625622287121
APOL6,0.21806266629981028,5.712082355796096,7.885794158775566,0.005400840180546503,0.03504196581873256
TIMM17A,0.21770567502891605,4.819596432208144,4.944775992865937,0.02711262764410497,0.11406756616905508
ARPC1B,0.21754479653280795,8.763387598091372,30.152153977674573,1.0276451145451397e-07,2.9040260435730425e-06
BCAP29,0.21708099735823022,4.618692451336747,4.447462975761647,0.03599218096375155,0.14198201957720466
SUPT4H1,0.2168840695900419,6.663708021734992,17.73052777433051,3.6203073899307306e-05,0.0005443224989155468
DECR1,0.2164938292903948,6.076551286252091,12.904564429217812,0.0003989466369349048,0.0043034196385272686
COA3,0.21642181869132193,5.053305864211657,4.356287172299479,0.037947323163195504,0.14760438885451915
SLC39A7,0.21605193562578132,4.518020340975361,4.182527806370948,0.04192823329492028,0.15875040793980524
RCBTB2,0.21604685201148308,5.06886934890504,5.259824885301158,0.022704000185100808,0.10066584581125508
RILPL2,0.21530124101224524,5.306059628744083,8.062147008524084,0.004915797482283288,0.03266289800197012
BTN3A3,0.21512553444528476,4.925611559709127,5.800710893024768,0.016786338076655315,0.08149783476142444
MRPL44,0.2150238138962421,4.752954476513584,3.92178680476664,0.048817142673561575,0.17642620668850334
ANXA2,0.21469804210359586,7.335050624677749,15.587197616403019,0.00010396004023117846,0.001336100133491666
NOP10,0.21427355831947892,6.770594967935711,10.148375025316708,0.001638858193075293,0.013842090978897399
STRAP,0.21376332862350475,6.219644263978454,11.813859253386028,0.0006947817646626172,0.006651471955168035
HENMT1,0.21323202153897172,5.154071629279926,6.238294891175161,0.0131855837410294,0.06935797773548566
ATXN1,0.21254363011745142,5.255461627999537,5.549000623965684,0.019313542443710394,0.09059982760344545
CTSW,0.21249964115414616,9.408759606587425,14.562708458789041,0.00017310301042085282,0.0020821185176518476
ZNF775,0.21197215878865786,4.470515529719147,3.88032212933687,0.04999093265302064,0.17874044594155475
GBP4,0.2116428567065134,4.926960321258034,5.444488703226548,0.02046965568277098,0.09404814378832385
OTUB1,0.21153857436467413,6.223859524755522,10.563993659611803,0.0013213743604850218,0.011673384416262218
SAMM50,0.21143690618564773,4.864729295043075,5.945576090341035,0.015490618892071201,0.07649104549758527
CASP4,0.2113263451351648,7.049566044898109,15.175082917682746,0.00012758867239696795,0.0015875821278890628
RHOG,0.21030105911089325,6.9521724802304155,15.650288355673764,0.0001007722900932286,0.0013022667020036788
RAD50,0.2100695089451545,4.975730800452275,4.220482261011275,0.04104025623908606,0.15664755249597453
RTFDC1,0.20974968250103965,6.120866563635003,11.116666366384791,0.0009935427898857421,0.009085203172230051
C20orf24,0.20952078061052357,6.435546316116188,8.043480528311687,0.004963231924592139,0.032838534496843055
PSMC1,0.20906430954001026,5.889277017473122,10.170753043340255,0.0016206585804292174,0.013747756601796488
SRSF9,0.20863413688100188,6.925402336796683,15.075032724816246,0.00013410981746859527,0.0016468826014271738
MPG,0.2084308768163108,5.767451265040014,8.753617882565692,0.0034053304875315614,0.02428486318183458
TAP1,0.20824708020279725,6.489379074940846,7.8591318476443215,0.005476840272772015,0.03538823377351725
EMC3,0.20824510561757356,5.791495387952326,9.395198394500285,0.0024294568577451644,0.01865234389473415
DBNL,0.2079468397493346,6.46608609894832,12.811178796767502,0.0004181310057517395,0.004447738204039479
SSBP4,0.2077428984806822,6.743743834372168,7.71383587884218,0.005919690414626643,0.037678789328376636
ANP32A,0.2077393860406406,6.3191368309061815,12.490302494087722,0.0004921321537928476,0.0050516234867445265
LCP1,0.2071979488653214,7.727752147913662,7.885542231266211,0.005399120841804434,0.03504196581873256
HIVEP3,0.20659001083742226,4.5092288256548025,4.170454893298425,0.04222066124976881,0.15933799028372123
ATP5B,0.20619325284157194,7.1887283886936135,17.247716653766474,4.58405836291952e-05,0.0006597933278383099
AKIRIN2,0.20593690799308975,5.545700301653618,6.729534781715672,0.010078749451212954,0.0568262183601442
ARPP19,0.20556409408925067,5.564181027104098,6.011681531349755,0.014940035501401619,0.07506328714150796
UBE2F,0.20513829785102877,5.889961951825144,8.137728116667866,0.004720962471203201,0.03168245343693021
AP2S1,0.20369368609380956,6.746919968527618,18.276558842085535,2.7733021793202676e-05,0.0004237641864231718
HOTAIRM1,0.20351257687725466,5.386124312281491,6.193088780648963,0.013518527942854533,0.0706185017593882
MDH1,0.20317595935437144,6.009275149453497,9.672025055628493,0.0021015024177899453,0.016822777887120534
AP1G2,0.2031031127207186,4.969724472575503,5.217787397944886,0.02324519997083223,0.10256897518711457
RHOA,0.2027207547603101,8.07723810348869,32.856911217863605,3.007035229896053e-08,9.467115613048579e-07
CYB561D2,0.20260583387622932,5.300029315179084,6.234556919723358,0.013213269522054009,0.06936569624876748
SKAP1,0.2024798189260385,6.886649107170398,13.820544999506165,0.00025117685843049616,0.0028604022650949214
SNX17,0.2017886662890626,6.345183767157714,10.14555937777651,0.0016415581579722106,0.013842090978897399
HAT1,0.20132450478361996,4.919164616162827,4.7807259397725295,0.02976100833413802,0.12278706252897226
ATP5G3,0.20130262532204027,7.631486587523882,27.82494642664291,2.9970083143974347e-07,7.5901322148761935e-06
CD84,0.20126118769176746,5.954786870979245,4.7770753885603385,0.02982710273789536,0.12295161594329275
EOMES,0.20123393187971525,5.389697762061345,4.291708082598306,0.03939025790779046,0.15220733100942754
RALY,0.2010242436591816,6.856028567546941,12.132991185020062,0.0005901055161264673,0.005889755268402676
EAPP,0.20091833407498513,6.552844577962478,8.080220944525193,0.004866765835788972,0.03242897519273589
COPZ1,0.20070933362004262,5.948044849796183,8.752821876493629,0.003406403746247528,0.02428486318183458
TMX1,0.20030987259609606,5.453754862436357,4.513918854535546,0.034664375161623934,0.13757240599253626
GZMM,0.20000018720610502,8.749127868625612,30.022899705612588,1.090235692510336e-07,3.0262104340627138e-06
DNAJC15,0.19999044986939313,5.819859057206981,6.669894124995849,0.010411016520343088,0.05793366369742518
TPP1,0.19877759642311507,5.360320854578948,7.403255154123024,0.006997443786837937,0.0430209813945698
LPXN,0.19861101743488033,5.606614054649426,6.301788964149409,0.012734667854853256,0.06734873382989473
SASH3,0.19833774704766688,5.803907304769582,5.2339042723802045,0.023038591328691065,0.1020529102199148
NDUFS6,0.1982109843177883,6.909087551335693,16.998580577308577,5.181033798403769e-05,0.0007320551068768699
TGFBR3,0.19820144370591977,5.590229559990926,4.471294017626966,0.03552078852783103,0.14049580015519003
NDUFS3,0.1981313136610006,5.730785070906714,8.869458226393542,0.0032033090826841097,0.02322522860412853
ZCCHC17,0.19812300093451232,5.229257770673034,5.3881072394466,0.021129998732658768,0.09623380976204104
ILKAP,0.19799781145872658,5.148634774796434,5.974511094069354,0.015249184224567995,0.07614641970735742
RAB8B,0.19773742296427593,5.204939895004119,4.080410114693866,0.04451642535235374,0.16560392650903363
LITAF,0.19702535558659695,8.427700562259712,17.216777986608857,4.6530357473230606e-05,0.0006654692283747707
VOPP1,0.19700397712676332,5.735646444871859,6.390051001009445,0.012132296988530383,0.06482073482140778
FDFT1,0.19695974659969265,5.370224078139376,5.667974350250304,0.018075217801960457,0.08652127215203725
RHOC,0.196420537545062,6.8000240351979775,10.031747059249327,0.001741367968469912,0.014356339437772158
CD99,0.19639019273130923,9.070131651988353,27.40424977186864,3.6401291260036193e-07,9.034839010625913e-06
ACTR3,0.1963014708911367,7.258065663322497,11.39710380819254,0.0008597493806113905,0.008066168688896065
UFD1L,0.19609378615225861,6.056265916051238,9.27076041573023,0.0025929474579268396,0.019650269022834902
ELOVL1,0.19603666410974452,4.7480322905284815,5.109066400352548,0.024705721251236965,0.10686251040118769
HMG20B,0.19596748452088217,5.200097161279512,5.145035770275974,0.02422008500315,0.10559146723956937
PFDN6,0.19576404298240768,5.546367883634865,7.019197605573265,0.008611030556144506,0.05043360802904056
RELA,0.1953611186719547,4.949152925717044,4.746446234128515,0.030347849360486876,0.12455097230974974
HNRNPA3,0.19462822019258352,7.724051249467671,18.491578295332435,2.4965038773267192e-05,0.0003916755748675465
CAPZB,0.19406139668190156,8.064533663700177,23.631609520311688,2.126101087071137e-06,4.432684533089202e-05
SH3BGRL3,0.19384156354289434,10.674634213980907,31.179666064236585,6.430388915358127e-08,1.8735996522947191e-06
PDHB,0.19348163863225903,5.316172251390327,5.478086589900995,0.020093461706008724,0.09323286732234118
PMF1,0.19270001130844527,5.763952887375099,7.173844066304552,0.007919178886146041,0.04744427605991197
SQRDL,0.1909806288902901,5.200112917898734,4.800889158174829,0.02942656145870158,0.12172839488780345
SNAP47,0.1904364206332359,4.717577554204953,4.076612236303239,0.0446003199889117,0.16572663516472988
MT1X,0.19037133378544666,6.399338120830239,7.044990847892346,0.00848929613832604,0.05015527479204969
STK17A,0.18985852503718537,7.390439717115258,10.881175276882512,0.0011211720246298961,0.010153316539650277
RNASEH2B,0.18980506398703845,5.524872187256734,5.219332616160134,0.023229383495327268,0.10256897518711457
MAP4,0.18971609068459974,5.100828792890912,4.203062393027211,0.04145818653017112,0.15747397005103864
SDHD,0.18890362815081743,5.563037708268919,5.154370782342343,0.024093963474456862,0.10523722780137537
CALR,0.18881278654646524,7.966184177578511,10.074735598294028,0.0017025597975079496,0.014135766389574853
URM1,0.1879466039290405,5.633631811054913,6.328881765114805,0.012546485225939239,0.06665080181168608
IFI16,0.1875936891790947,6.926109265558345,4.725404872817814,0.03071316682290092,0.12525143712601608
MDH2,0.18709875500191625,6.92666580042135,12.709138357097094,0.0004402284759604887,0.004619936869643518
RNF167,0.18709606591991934,6.859501827061261,7.75081243932127,0.0058033887068394754,0.03708950466455583
MICU2,0.18694027768783222,5.180114565165817,5.525776843138076,0.019564748346299152,0.09141258415586585
PSMB7,0.18635886885818728,6.473480158366648,12.345184243591723,0.0005297616405666283,0.005332858059867067
CAPN1,0.18601689889626793,5.784165830049139,4.134051668555403,0.043151185020872104,0.16155004703344855
SDF2,0.18584982716100726,5.519432873346708,6.209986333757111,0.013393329216711714,0.07012065553079759
CHST12,0.18552415696136784,6.840598045276661,6.532990023740851,0.011216269885585346,0.060997455066038285
BLOC1S1,0.18548149894928523,7.528262727528517,14.142600554326052,0.00021364250650386936,0.0024806856386377506
EWSR1,0.1852066487864407,6.287959809695119,8.860028023492722,0.003218384294906594,0.023298519641059928
MRPL54,0.1850576501722008,6.783349248782827,11.350974470361727,0.0008804668655468045,0.008227629614103704
COMMD3,0.18505360198299195,5.283366013445185,4.19074911307197,0.04175681659460159,0.15847995683274763
PDIA3,0.18466610583886803,7.675251375070436,10.391528914398235,0.001444264351175534,0.012593018720008233
SLC25A11,0.18450162711223964,5.413916926902875,4.626768965679005,0.03249683670798505,0.1309644853927473
DNAJB11,0.1843796816075148,5.426239940800786,6.164444366164858,0.013733397537314118,0.07150207308273088
VDAC3,0.18430494953054136,5.938002609004556,7.951402351436855,0.005214326755662413,0.03430632091278033
RPIA,0.18429365234626105,5.528800136466218,5.975655101368404,0.01524066151031205,0.07614641970735742
ARPC3,0.18367897616004278,8.94503286498652,38.594823786888476,2.326995903475433e-09,9.4102911924166e-08
CHCHD3,0.18353378251482882,4.840655131235694,4.260805582417051,0.0400894095273444,0.1541470656498136
HPRT1,0.1834070087397868,5.14403192518759,4.960924283042564,0.026872576524302454,0.11346467729568209
IFI27L2,0.18281249413637163,6.868843852132149,11.088970736490623,0.001007416736993758,0.009194147691123967
STK10,0.1819996935879291,6.325609932785001,5.561187600568422,0.019179809798733814,0.09015279335256544
PTPN7,0.18113289019537324,6.590197166921969,6.849084592447832,0.009441178354943616,0.05447548298036962
PSENEN,0.1803875983820208,6.048113715713422,6.81944482549097,0.009595948804068244,0.05509742452862195
C6orf1,0.18016993023248437,5.403448708398912,5.053322064850442,0.025506149456883613,0.10910573039095997
MRPL47,0.17963709912726916,5.660226774283844,4.875351548744351,0.028208783768044563,0.11763519174927281
TBCB,0.1795895188445471,7.073709092808283,16.46437128105607,6.738177995770556e-05,0.0009188602609930137
COX5A,0.1792667907428608,7.194622345050525,15.77676899938039,9.464066131172762e-05,0.001233220395036984
COMMD9,0.17910877337770242,4.769240568207982,3.983142562611085,0.04709851594173714,0.1716698821155314
RAB8A,0.17868357686302275,5.860159779438065,5.679918154021378,0.017954455099077463,0.08611896612451163
ATP5SL,0.17857201442387238,4.856304562727337,3.9132484970717694,0.04906514631262872,0.17696960272207915
CARHSP1,0.17842235537557896,5.883679318261749,7.028376524074406,0.00856751509924929,0.050363675852855165
PDLIM2,0.17808052122048137,6.391641393546476,5.625835739650234,0.01850092333939873,0.08782062176799406
ZFAND6,0.17779080066961134,6.108449539114355,6.326666397372027,0.012560074355474418,0.06665080181168608
EIF6,0.17756681985055117,6.11306948735836,9.114176902606424,0.0028152688600046093,0.020995908143531992
CD8B,0.17752857390839855,8.641128893590135,6.6912623078042675,0.010286889763775712,0.057515852064209616
SDHB,0.17738016162734607,5.787225912888468,7.444842354457207,0.006842146915708432,0.042176755823374844
PTPN6,0.1769181154941751,6.3662877677425085,5.108288258824011,0.024724131890854623,0.10686251040118769
STXBP2,0.17680390779246835,5.917247303482552,7.915358924987115,0.005315821602359955,0.03475614703287563
MEA1,0.17666464975366863,5.634587304974552,5.179061261174048,0.023761149290070928,0.1041715432894605
ARPC5L,0.17635801800613837,7.310657883235101,12.015306018541597,0.0006265410325696868,0.006148753104151467
SLBP,0.1755892263602681,5.490743553435081,5.128291698377982,0.024450551358338735,0.10639766313484449
NDUFA9,0.17510046729049328,5.529451061112589,5.9351298686337115,0.01558576434798649,0.07679918125672755
TALDO1,0.17503842912959724,6.241693065272046,8.514224349965074,0.0038643725600889848,0.026895803678601525
PPP1R7,0.17476497356364543,6.280061575096919,9.623306026732179,0.0021553781610337214,0.017050386093438764
CD97,0.17369551363258479,6.7366361287093515,8.90214538021165,0.003147167401565609,0.023019091285822184
TUBB,0.17274903912266537,6.7144310217476315,7.416215115554167,0.006946305957116096,0.04276262630555329
FUNDC2,0.1724810192847824,5.829134035979078,5.911831776021183,0.015787157587718505,0.07746606301672333
ERP44,0.17223726817246116,5.812972500125679,6.4404149066274625,0.01180188467470052,0.06348926721217905
PRKCH,0.1720622487061245,6.862399293995866,8.815687205509956,0.0032939995912728186,0.023663326313416222
SRI,0.17115231784678175,6.871995314669993,9.40060690974714,0.002421401267779642,0.018620972700252952
DDOST,0.17074620767404844,6.255256679805643,8.379168463798244,0.004151410059057575,0.028512832484683875
TUSC2,0.17057963226646547,5.45886918028944,4.760535055136643,0.030110509197797466,0.12379351327508144
POLR2G,0.17004998585477707,6.515391716289541,9.274791334395276,0.002586913466921993,0.019650269022834902
CFL1,0.16931037217302175,10.31829834522128,29.96722576051003,1.1182646821667565e-07,3.085752720026032e-06
GSTO1,0.16917269322752457,6.2222406413633395,6.616037815685137,0.010720132667365349,0.059162520403071586
NRD1,0.16915024365798073,5.656328890446561,5.35053855364865,0.02157971719719363,0.09743837324446873
IFITM2,0.16869523356939686,9.2890016238157,11.75835166659168,0.0007143650099625188,0.00682502293632215
ARHGDIB,0.16811551170418654,9.766352203305097,18.154670123205864,2.9412244478025358e-05,0.0004465140415741649
GSTP1,0.16740740894321246,8.043308617462523,16.706471821059417,5.979220767502018e-05,0.0008323004338383373
ITGAL,0.16697145282730197,6.517853728462068,4.743009838378759,0.030407973478266834,0.12457788166033686
RAB11B,0.16643431366298822,5.962848318270785,6.532477440480433,0.011221659288422734,0.060997455066038285
MIEN1,0.1660988685903254,6.362154262745286,10.206658415004613,0.001590243094438358,0.013558168696257113
PHPT1,0.16480648131724562,6.458528080666512,7.993226746827543,0.005098142410525791,0.033589025348000685
PKM,0.16466506036064385,7.14674906928357,7.178542930274552,0.007896324488852663,0.04736784933146783
MIB2,0.16434891154746523,6.315331200796487,5.225115176645211,0.023150572713743062,0.10245220433978179
BRK1,0.16408206260700448,7.610460412718829,12.091166923048599,0.0006027261983793871,0.005990230077537509
RGL4,0.1640433026869873,5.372501449576875,4.307370420921857,0.03903562984034518,0.15108592374674853
MYO1G,0.1640132111875502,7.271221047838532,5.186102904294962,0.023661932968236165,0.10383651526032749
GDI2,0.1637434754892159,6.559398407842736,9.625359149399095,0.002152793986657268,0.017050386093438764
ADD1,0.16367227430532513,5.606735061549235,4.057423855971763,0.04511651220481806,0.16642194780256098
CUEDC2,0.16366557782224708,5.249692312757305,4.552531392976321,0.03390534342684142,0.1353616732045218
KLRG1,0.16311496731836148,7.96271152278166,7.5955058804445645,0.006307059849584581,0.039412576771262524
LSMD1,0.16245616673457725,6.894868218237418,7.503984511289767,0.006625606268971295,0.04116651524204549
SHFM1,0.1623397711158355,6.970711489478519,7.046076024970381,0.008483391996273697,0.05015527479204969
DIAPH1,0.1618201058947976,6.0141065326582925,5.022753992812171,0.025948615040868452,0.11035807176492647
CD3D,0.16176114524427954,10.004456793995326,22.576994713286805,3.503333535510723e-06,6.963617633508814e-05
ABI1,0.16141516294388258,5.6442821738129725,4.499038409983167,0.034960888176948965,0.1386022037840564
PIH1D1,0.1610440869593359,5.651527134146437,5.935606630832617,0.015581539796246484,0.07679918125672755
PYHIN1,0.1608188418259701,7.094392077103085,4.232238475997299,0.04076015989681821,0.15595914361824975
GIT2,0.16059404097940627,5.473096177653361,5.020503450440006,0.025983914322797258,0.1103818419665722
LSM1,0.16029262601942837,6.100137333668962,6.391518117484098,0.012121247601493834,0.06482073482140778
FERMT3,0.1592089442618616,6.246198538178013,5.757692687693084,0.017193507578732736,0.08297813174057125
EMC6,0.15872395235121062,5.806316679093506,5.655697567628806,0.018198364432510647,0.08693332744695259
UQCRC1,0.15869779081594912,5.679387264291661,5.299356313916929,0.022207970254255645,0.09902812591512665
APMAP,0.15831531312448688,7.153434947186529,7.031298029593993,0.00855146004107984,0.050363675852855165
AP3S1,0.15828118227416124,6.2957424163861715,5.401458637826906,0.020970346034951945,0.09565736225692607
ATP5F1,0.157836159015841,6.85089878579306,9.374108909040343,0.0024552943726161213,0.018789210280493025
C1D,0.1574229320074007,5.764870404648308,4.156125435505522,0.04260258212810697,0.16000697579099263
RAB11A,0.1565324101231713,6.008105381953828,7.244456775890884,0.007622032614000633,0.046024353886087346
RAB5C,0.1559318082573573,6.699982054803736,6.934302763260571,0.009013902388970372,0.05259230859037315
ARHGDIA,0.15579694996641144,7.396734763844708,7.087626144540543,0.00829428885155429,0.049251277218533125
TMEM9B,0.1556064523308848,6.294523203136936,6.960133242338312,0.008889256919662436,0.051929644097305716
SCNM1,0.15553388333340445,5.692985436240615,5.462812108916046,0.020265304114886532,0.0936596468994411
RNF181,0.15549678983549836,6.354940298157974,6.1232051329295585,0.01404613814404435,0.07272674838158062
CCT8,0.15517417775896775,6.1814122003304295,6.63012302217742,0.010638219350606206,0.058918402566344404
RAC2,0.1551590274557778,8.60101388023397,9.776703876097054,0.0019886137304130367,0.016056087795813346
BAZ1A,0.15470570100755202,6.352978084853782,6.793736566815057,0.009730301030551525,0.05559664084569696
BIN1,0.15435500389244958,7.1286036558938,7.498000587183669,0.0066467675944474934,0.041243368763959246
M6PR,0.15399347976007988,6.48776190535498,7.627277416948535,0.00620143246032,0.0389436675654098
VRK3,0.15394028893892742,5.2169178223682104,3.9081810893289854,0.049219140339889875,0.17719645996502179
NDUFB2,0.15387142921598151,8.062386288497207,14.205236442476252,0.00020702500171129512,0.0024274618334275528
SNRPD1,0.15317326536334575,6.87082149326722,6.525487719912518,0.01126227986974125,0.061147401468699306
ATP5C1,0.15294502199850724,6.782317912723883,7.859752823770579,0.005474665564012573,0.03538823377351725
GTF3C6,0.15233360478383784,6.156616226934449,5.262422950378872,0.022671029610020307,0.10061475865714783
FRG1,0.15232734965719533,6.202632923561739,4.4391512018738535,0.036180448860804154,0.14250418606719756
CD53,0.15228057520860128,8.016672965976472,10.491224625714077,0.0013715046984279756,0.012070785253894245
TSEN54,0.15208230696274064,6.238643058971907,5.328513569683504,0.021845228123932112,0.09806312452570864
CCDC167,0.15183509268377493,6.211809420389225,5.331460334575262,0.021809549851497696,0.09799674171779281
HSD17B10,0.15161587275024302,6.098917406896149,5.93091706824795,0.0156202580084628,0.07688838438373452
PSME1,0.15095279664145722,9.207839985836065,25.472596662999965,8.947163061583554e-07,2.0374340738780804e-05
FDPS,0.15045644701449412,6.065166670947896,5.950801454003919,0.015449527185909185,0.07648415336874884
UBE2L3,0.14798425851390382,7.343579119710059,10.2738477968062,0.0015352574228895829,0.013238773108042341
PDIA6,0.14743127696626507,6.674875656138111,6.753422300386971,0.009945438203670946,0.056345471755338654
TXNL1,0.14660289543916935,5.752109067895619,4.413706927367637,0.03671613096065949,0.14376909043109656
EZR,0.14637956956227757,7.063992224144355,5.874300644474682,0.016115019583938767,0.07866343066415896
JOSD2,0.14633188742231726,5.500511140557699,4.4157537284054635,0.036673468247056244,0.1437220046340358
MAP1LC3B,0.1457410814611954,6.88143883447245,6.023359102657173,0.014840168364259112,0.07503545360119364
REEP5,0.14569553643800456,6.564588970178686,7.135384145284294,0.008083527749163962,0.04824405683375082
TSR2,0.14475857673174278,5.696765636745018,4.674876111960757,0.03161597169509417,0.12785389932904032
SH3KBP1,0.14461585986696715,6.804800251984793,9.04246255038155,0.0029227904264392764,0.021694319446877604
GLRX3,0.14458204346813675,5.301533753150368,3.8930479344851707,0.04965752854413133,0.17797220883383838
CALM3,0.1444971062733863,7.304794367226961,9.71581366173323,0.0020530216878656125,0.016490967016742446
NAA10,0.14415606582149415,6.376284642968053,6.4692334240219935,0.011615300032711407,0.06283037484325661
LCK,0.14412478780623794,8.36954979720896,7.822480039490832,0.0055842946501176,0.035983415114974805
H2AFY,0.14371347153561612,6.215658704588233,5.806569445309202,0.01673361972981001,0.08134446647931477
BAX,0.14362227066604097,7.320830857872343,9.243031324079839,0.002629952561394893,0.019866517657815528
EIF4EBP2,0.14286483288691748,5.4113857440004045,3.9460048373601984,0.04814380728910383,0.1747204089241813
PARK7,0.1417045557425683,7.922797188176598,11.487357163943337,0.0008207799638954165,0.007731483555488753
ANXA7,0.14091133603808634,6.162494000588446,5.892648911366833,0.015954492975770396,0.0780422591755359
ARPC5,0.14086505649397985,7.57992436341122,7.3106413287669385,0.007352389861821988,0.04467624461373957
TMCO1,0.14074626907518534,6.359435806254347,4.635949842187379,0.03232280532060543,0.13037513306875329
SNRPG,0.14068839711278705,7.275528730116255,5.5685379709114455,0.019099394121392662,0.08994031418200624
WDR83OS,0.1402584305569376,7.426002098374062,11.922538940581061,0.0006569201052255215,0.006393386335296517
PTPRCAP,0.13951110610620723,9.776767012695919,10.839979786675537,0.001145151319740747,0.010310757852022732
CRELD2,0.13922225562996032,5.607579462585522,3.945475638516559,0.04815891893817234,0.1747204089241813
COPE,0.1391624031821572,7.605296466979155,11.18911976347042,0.000956677411335152,0.008834200268844877
PPP1R12A,0.13909718548108146,6.679683094600014,6.766635357330604,0.00987414284855732,0.05621311177497863
IL2RG,0.1384320303340498,8.349816311187615,8.188425120857557,0.0045932477824897275,0.031092244368916756
EMP3,0.13842878880240841,9.209586017000731,13.791234738386262,0.00025483054269746905,0.0028874639511928197
EIF3I,0.13775236772306934,6.703805900986389,5.8255210679500085,0.01655720201687041,0.08073787386812796
PRDX5,0.1371399886494774,7.1378206262019,8.541010324083686,0.003808981266915596,0.02670841722436631
PSMD13,0.1365394363293749,6.047857076456562,4.518590584253689,0.034569182188447393,0.13731078208806666
NDUFA10,0.13600848926784942,5.9080217412530525,4.216845628200011,0.04112969597472706,0.15673387799954885
ATP5J2,0.13520405135910885,7.839757525756533,7.64086447226416,0.006155341645140135,0.03886232524542715
CALM2,0.135048764238776,8.585818942713427,4.174242960204525,0.04215078526635798,0.15920236206480295
SNF8,0.13503949196058057,6.205010627744751,4.678156130585094,0.03155420952745111,0.1278245223603395
RBCK1,0.13362565921142097,6.436924758178858,4.418261249820895,0.036616333080569,0.14361807565296753
NDUFA2,0.13360615950810106,7.21882702178097,9.870466061095813,0.0018938405470462158,0.015396890825292543
UBE2N,0.1330898349624099,6.453595128095883,5.31757818913268,0.021978850793228838,0.09839364965040925
PSMB1,0.1327826450840736,7.579984627804147,8.562261677295286,0.0037661672545429253,0.026509176354945846
APH1A,0.13265330832371972,6.452459516770673,4.528110913719974,0.03437913763594882,0.13678756119612884
ENO1,0.1321747263007028,7.993262811663311,7.455161070321748,0.006801412581564819,0.04203613494087031
DRAP1,0.13027719806716007,7.818324642229214,11.21225724563415,0.0009453422477623598,0.008746746517264753
SNRPB,0.1300300342540606,7.6032807280112396,8.978926420769433,0.0030219285227708536,0.02232419952805996
COMMD7,0.12968444477653598,6.35146070180541,5.632014190657273,0.01843756951160383,0.08762982632110797
PHF11,0.12912165446262192,5.946688123755181,4.951557489892461,0.027015376654779807,0.11386265219009171
RBX1,0.1289646642189306,7.205285848675854,4.986524356762542,0.02648192683796538,0.11211797725351588
HOPX,0.12884548753895508,8.125224135127477,4.767478462717266,0.029985141319111695,0.12338622625259033
CYBA,0.12849935601968154,10.233311327118246,13.856834502118721,0.00024656205976463815,0.0028279281720193583
GNAS,0.1284448026688672,7.077058263450365,6.019752388234729,0.014869503807262319,0.07503545360119364
RAP1B,0.12828061620582185,8.350942448631347,10.23671652903113,0.0015650384969269182,0.01344614576755343
CSNK2B,0.12817157261099954,6.728988484301865,6.0404601041365575,0.01470101408819288,0.074634693817871
PHB,0.12725452440791968,6.262805702163072,4.2543365423691775,0.04024553272265543,0.15452456728698805
ZNF655,0.12723483897496685,6.095161981641311,4.893313349979635,0.027920765897297785,0.11683351477491023
HNRNPK,0.12655573402930256,8.136549350025755,12.750285922838698,0.0004310482850881295,0.004554161048082017
YWHAB,0.12609394106134186,8.078644643350122,11.820234575365067,0.0006921343700166197,0.006651471955168035
DNAJC1,0.12606822883264654,6.266290266570736,4.395466625880151,0.03710027199584482,0.1451016873055973
RAB27A,0.12587160027406039,6.20482717902468,4.84325746006188,0.028724543255956487,0.11935060444082539
XRCC6,0.12585667760430502,6.841786173465334,5.480322737529444,0.020064015929978005,0.09323286732234118
ATPIF1,0.1256539041117124,8.073812812462792,9.471782526014616,0.002332437993909155,0.018055225461102057
