,logFC,logCPM,F,PValue,FDR
LSM5,-0.20809743776343734,6.788788088080765,10.136975768978848,0.001648708195563955,0.013842090978897399
ZBTB25,-0.20937071418108752,4.825244853700348,4.2807550285671505,0.0396094716035084,0.15267710048648966
THUMPD1,-0.20939274490314647,5.805601275586155,5.559157641275358,0.019203968925133378,0.09017599422202269
HAGH,-0.20982268956059785,5.6783309571562794,7.270753507010468,0.007515226922766046,0.04548894128347809
C8orf33,-0.20987583814429508,5.1839302311853,5.085579678657238,0.025039972705455174,0.10756640289495441
PRPF38B,-0.209965889988273,7.411945369737527,24.669047180272763,1.3046893106100358e-06,2.833471090773925e-05
RPL13A,-0.21055389199365113,13.321479993597166,51.43978497293248,9.393171681053258e-12,5.30883956094227e-10
SERP1,-0.21081962471929544,7.969368820260805,38.13685229040927,2.8489017889605085e-09,1.1230418732784659e-07
SEPT2,-0.21119906149432643,5.9045488047318235,8.127975066640966,0.004745777301392976,0.031749193775289355
CREB1,-0.21147760994922662,4.8956261973528505,4.446239589342518,0.03601760888869613,0.14198201957720466
C20orf27,-0.2114957259184218,5.04673888815913,4.789104284100936,0.029614053351471277,0.12239605662709406
EML4,-0.21159361387714723,6.809061847740325,6.63173821283981,0.01062772825895033,0.058918402566344404
G3BP2,-0.211635425240437,6.435781320321501,8.934434405314864,0.003094571729919348,0.022682243726643223
IRF2BP2,-0.2118004755545692,5.786605120054937,5.591766749669479,0.01885816002729811,0.08908723936360065
CD48,-0.2118952751263393,8.867613293894104,12.897858364963247,0.0003999767560004027,0.0043034196385272686
FAM173A,-0.21227606455290646,6.260739510732424,10.131956035387889,0.0016535499228877712,0.013842090978897399
CHMP1B,-0.21242728477965364,6.3589944329244386,7.095089836646443,0.008262600081286042,0.04912529401940789
RPL6,-0.21258363554384344,11.816933939535367,32.65255080937275,3.2969406112707044e-08,1.0242349938722435e-06
CORO1B,-0.21285599596137653,6.057416108308442,7.394146823010718,0.007031041300794069,0.04315514127011158
ANKRD13D,-0.21399761390413075,5.203892728762183,4.707690554588817,0.03102405391420405,0.12611251032195075
BOLA3,-0.21458411204186983,5.8005100280266815,9.581153011592452,0.002204035343580919,0.017260650745806495
C9orf89,-0.21476206497464476,5.7555601912840455,7.914084104772651,0.005319742820209913,0.03475614703287563
ARL2,-0.21527619618943586,5.587014462027149,6.083781018191905,0.014356595766421284,0.07352269731471861
GPBP1,-0.2160639378340669,6.863827148168721,10.21611066827595,0.0015822264404517017,0.013519534120508074
GATA3,-0.2161012932687929,5.5603069657883495,6.045469097145046,0.014663170155011274,0.07460404685158123
RPS29,-0.21620114306640148,13.25566240256591,26.505650802453914,5.524750683743177e-07,1.3089194675474364e-05
MT-ATP6,-0.21621575855024305,11.477847940978092,33.85224179654718,1.9196893591269697e-08,6.297386562003228e-07
PCNX,-0.21644619983831268,5.119859509083695,3.9577301129751277,0.047805601280211246,0.17391138993417257
POLR2J3,-0.21707782464799413,6.40221170608685,5.441899550146667,0.020501330122676586,0.09410150646328362
SEC62,-0.21721436659591623,7.576411802975673,14.3970796174087,0.00018808060834467406,0.0022450028848469876
ZCCHC7,-0.21757059073602017,5.167216376049456,5.113119902940422,0.024653360537457827,0.10686251040118769
TIMM9,-0.21758170988814782,5.343775258828918,5.4551228632293185,0.02034992620848644,0.09369488255308454
CIRBP,-0.21769762347996,9.266680853340437,21.45406908713541,5.982623416064505e-06,0.00011181070296716571
DCK,-0.21786951093122867,5.90755995883765,4.0645182649640335,0.044930001062091066,0.16611037497202907
RPL17,-0.21821380454699194,9.82352185903639,7.275327692651636,0.007493579477523158,0.04541651334504023
TMEM14B,-0.218418681329258,6.61150752086579,15.528159616992502,0.00010711245724158373,0.0013691131796192625
TRIM33,-0.2187508901053165,5.218851037687366,5.534457056512612,0.01946603965835975,0.09105926923728798
ZC3HAV1,-0.21907935567470932,6.322406489664187,6.816634652425065,0.009610354806866015,0.05511268263937467
RPL18A,-0.21957956884895005,12.48352443829126,81.25473256558949,6.868182391047505e-17,8.949623221223289e-15
SMEK2,-0.2209218705222438,5.185212218770274,4.246255681712903,0.04043013681645816,0.1549709438813021
RPS4X,-0.22109384215638575,12.421806720144497,38.2781442730518,2.675170543340836e-09,1.0634936456620221e-07
RPL36A,-0.22118422046209688,10.355107310614834,9.79204553644435,0.001972722666632151,0.01595524487788176
